t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
83.0000,-0.278024,-0.917489,0.958689,-0.367054,-1.207897,1.262435,93.6945,154.1326,0.0000,599.3537,14.7590,13.645884,5.6313,0
83.5000,-0.277579,-0.916367,0.957485,-0.369690,-1.205182,1.260609,96.7123,154.4823,0.0000,597.7360,12.7470,13.640700,5.6249,0
84.0000,-0.277171,-0.911391,0.952606,-0.366575,-1.205392,1.259899,98.7166,154.1016,98.9040,600.8650,14.3318,13.641817,5.6263,0
84.5000,-0.280625,-0.910571,0.952833,-0.371091,-1.203607,1.259515,105.1098,153.6017,105.4622,602.0215,14.8564,13.648138,5.6341,0
85.0000,-0.277798,-0.917697,0.958822,-0.366956,-1.207800,1.262314,92.6235,154.2466,0.0000,598.0610,15.1745,13.645062,5.6303,0
85.5000,-0.277517,-0.915928,0.957048,-0.369911,-1.205111,1.260606,96.3893,154.4695,0.0000,599.4632,13.6035,13.639245,5.6231,0
86.0000,-0.277504,-0.910835,0.952171,-0.366922,-1.204684,1.259323,99.1100,154.0326,103.5589,600.7409,14.7016,13.641431,5.6258,0
86.5000,-0.280601,-0.911380,0.953599,-0.371015,-1.204322,1.260176,105.4741,153.5943,89.8365,603.6571,15.2873,13.649157,5.6353,0
87.0000,-0.277643,-0.917745,0.958823,-0.367041,-1.207565,1.262115,92.3441,154.3431,0.0000,597.6719,14.1994,13.644955,5.6301,0
87.5000,-0.277395,-0.915420,0.956526,-0.369854,-1.205205,1.260679,96.0835,154.4520,0.0000,598.8146,14.4701,13.639069,5.6229,0
88.0000,-0.277933,-0.910343,0.951825,-0.367436,-1.204006,1.258825,99.6866,153.9624,106.0072,599.5580,15.0799,13.642606,5.6272,0
88.5000,-0.280409,-0.912360,0.954479,-0.370648,-1.205121,1.260831,105.5867,153.6062,78.5955,602.3466,15.4657,13.649685,5.6360,0
